route,name,type,departure_time,arrival_time,duration,price,seats_available,rating,from_place,to_place
Shimla to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165748,HVAC Seater (2+3),22:45,03:20,04h 35m,307,47,3.7,Shimla,Chandigarh
Shimla to Chandigarh,FlixBus,A/C Seater (2+2),20:00,00:10,04h 10m,260,8,3.7,Shimla,Chandigarh
Shimla to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:30,23:45,03h 15m,267,12,4.7,Shimla,Chandigarh
Shimla to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:35,03h 05m,554,13,4.7,Shimla,Chandigarh
Shimla to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:00,02h 30m,554,22,4.7,Shimla,Chandigarh
Shimla to Chandigarh,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),21:00,00:45,03h 45m,477,9,4.5,Shimla,Chandigarh
Shimla to Chandigarh,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:30,00:55,03h 25m,747,5,4.7,Shimla,Chandigarh
Shimla to Chandigarh,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,01:00,03h 00m,477,8,4.7,Shimla,Chandigarh
Shimla to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,01:15,02h 45m,1123,2,5.0,Shimla,Chandigarh
Shimla to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,01:20,02h 50m,1123,2,3.6,Shimla,Chandigarh
Chandigarh to Ludhiana,Rajpreet Travels and cargo,A/C Sleeper (2+1),19:00,21:30,02h 30m,950,13,3.4,Chandigarh,Ludhiana
Chandigarh to Ludhiana,Zimindara Travels,AC Sleeper (2+1),20:00,22:20,02h 20m,714,16,4.1,Chandigarh,Ludhiana
Chandigarh to Ludhiana,Rajpreet Travels and cargo,A/C Sleeper (2+1),20:00,22:00,02h 00m,666,34,3.4,Chandigarh,Ludhiana
Chandigarh to Ludhiana,Zimindara Travels,AC Sleeper (2+1),20:30,22:50,02h 20m,714,23,4.1,Chandigarh,Ludhiana
Chandigarh to Ludhiana,Rajpreet Travels and cargo,VE A/C Sleeper (2+1),22:10,23:20,01h 10m,905,27,3.4,Chandigarh,Ludhiana
Chandigarh to Ludhiana,Northern Travels,Bharat Benz A/C Sleeper (2+1),22:30,23:59,01h 29m,749,21,2.6,Chandigarh,Ludhiana
Chandigarh to Dharamshala (Himachal Pradesh),HRTC - 91,Himsuta AC Seater Volvo/Scania 2+2,22:10,04:40,06h 30m,724,29,3.1,Chandigarh,Dharamshala (Himachal Pradesh)
Chandigarh to Dharamshala (Himachal Pradesh),Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,05:30,05h 40m,664,26,3.9,Chandigarh,Dharamshala (Himachal Pradesh)
Chandigarh to Dharamshala (Himachal Pradesh),Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,06:00,06h 05m,617,10,4.6,Chandigarh,Dharamshala (Himachal Pradesh)
Chandigarh to Dharamshala (Himachal Pradesh),Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:59,06h 04m,617,10,4.6,Chandigarh,Dharamshala (Himachal Pradesh)
Chandigarh to Dharamshala (Himachal Pradesh),A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,07:15,07h 16m,539,29,4.0,Chandigarh,Dharamshala (Himachal Pradesh)
Chandigarh to Dharamshala (Himachal Pradesh),A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,06:40,06h 41m,539,29,2.4,Chandigarh,Dharamshala (Himachal Pradesh)
Chandigarh to Dehradun,Zimindara Travels,AC Sleeper (2+1),23:00,05:30,06h 30m,699,25,3.3,Chandigarh,Dehradun
Chandigarh to Dehradun,NueGo,Electric A/C Seater (2+2),23:00,03:55,04h 55m,382,26,3.6,Chandigarh,Dehradun
Chandigarh to Dehradun,Laxmi holidays,VE A/C Semi Sleeper (2+2),23:55,05:45,05h 50m,665,15,4.3,Chandigarh,Dehradun
Chandigarh to Baijnath,HRTC - 1505,Ordinary 3+2 Non AC Seater,20:16,04:00,07h 44m,488,37,3.9,Chandigarh,Baijnath
Chandigarh to Baijnath,HRTC - 1150,Ordinary 3+2 Non AC Seater,20:30,05:15,08h 45m,493,37,2.9,Chandigarh,Baijnath
Chandigarh to Baijnath,Chandigarh Transport Undertaking (CTU) - 165825,HVAC Seater (2+3),20:08,05:08,09h 00m,592,45,4.1,Chandigarh,Baijnath
Chandigarh to Baijnath,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,06:30,06h 35m,569,8,4.5,Chandigarh,Baijnath
Pathankot to Chandigarh,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,02:00,06h 00m,643,3,4.1,Pathankot,Chandigarh
Pathankot to Chandigarh,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:30,01:20,04h 50m,699,2,4.3,Pathankot,Chandigarh
Pathankot to Chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:00,02:00,05h 00m,802,2,4.6,Pathankot,Chandigarh
Pathankot to Chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),21:50,03:55,06h 05m,900,27,3.8,Pathankot,Chandigarh
Pathankot to Chandigarh,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,02:55,05h 05m,900,19,4.3,Pathankot,Chandigarh
Pathankot to Chandigarh,Travel Point,A/C Seater / Sleeper (2+2),22:00,02:15,04h 15m,880,50,3.5,Pathankot,Chandigarh
Pathankot to Chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,02:15,04h 15m,895,1,5.0,Pathankot,Chandigarh
Pathankot to Chandigarh,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:40,03:40,05h 00m,535,6,5.0,Pathankot,Chandigarh
Pathankot to Chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),23:00,04:15,05h 15m,585,26,4.0,Pathankot,Chandigarh
Pathankot to Chandigarh,Shiv Mohan Travels,AC Sleeper (2+1),23:15,04:15,05h 00m,1046,13,4.7,Pathankot,Chandigarh
Pathankot to Chandigarh,Gola Bus Service,A/C Seater/Sleeper (2+1),23:15,03:50,04h 35m,499,12,4.5,Pathankot,Chandigarh
Pathankot to Chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:25,04:20,04h 55m,608,16,4.5,Pathankot,Chandigarh
Pathankot to Chandigarh,Ram Dalal Holidays,A/C Seater/Sleeper (2+1),23:30,03:30,04h 00m,369,4,4.5,Pathankot,Chandigarh
Pathankot to Chandigarh,IntrCity SmartBus,AC Sleeper (2+1),23:30,04:20,04h 50m,752,5,4.3,Pathankot,Chandigarh
Pathankot to Chandigarh,Ashok Bus Service,VE A/C Seater / Sleeper (2+1),23:30,03:50,04h 20m,554,12,3.6,Pathankot,Chandigarh
Pathankot to Chandigarh,Radhe Travels,Bharat Benz A/C Sleeper (2+1),23:45,04:40,04h 55m,575,1,3.7,Pathankot,Chandigarh
Pathankot to Chandigarh,Radhe Travels,Bharat Benz A/C Sleeper (2+1),23:45,05:05,05h 20m,575,1,3.7,Pathankot,Chandigarh
Pathankot to Chandigarh,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:55,03:30,03h 35m,943,4,4.4,Pathankot,Chandigarh
Pathankot to Chandigarh,Awadh Travels,A/C Sleeper (2+2),23:40,04:00,0-20h 0-40m,1019,28,4.0,Pathankot,Chandigarh
Pathankot to Chandigarh,Amit Travels,A/C Seater / Sleeper (2+1),19:00,23:40,04h 40m,799,40,1.7,Pathankot,Chandigarh
Pathankot to Chandigarh,Hari Das Tour &Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:15,23:50,04h 35m,760,20,2.8,Pathankot,Chandigarh
Pathankot to Chandigarh,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:00,02:00,04h 00m,1128,3,4.6,Pathankot,Chandigarh
Pathankot to Chandigarh,Ashok Travels,A/C Seater / Sleeper (2+2),20:15,00:00,03h 45m,1195,52,2.5,Pathankot,Chandigarh
Chandigarh to Haridwar,Shree Mahaveer Travels Jaipur,A/C Seater/Sleeper (2+1),22:00,03:15,05h 15m,699,19,3.7,Chandigarh,Haridwar
Chandigarh to Haridwar,Zimindara Travels,AC Sleeper (2+1),23:00,04:30,05h 30m,699,25,3.8,Chandigarh,Haridwar
Chandigarh to Haridwar,Laxmi holidays,VE A/C Semi Sleeper (2+2),23:55,06:30,06h 35m,665,15,4.6,Chandigarh,Haridwar
Chandigarh to Haridwar,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),23:40,04:40,05h 00m,647,27,2.6,Chandigarh,Haridwar
Chandigarh to Pathankot,New Pal Travels,A/C Sleeper (2+1),19:30,02:30,07h 00m,552,9,3.6,Chandigarh,Pathankot
Chandigarh to Pathankot,Jamna Travels-Jammu,AshokLeyland Stile A/C,20:15,01:30,05h 15m,509,20,3.6,Chandigarh,Pathankot
Chandigarh to Pathankot,Baru travels,A/C Seater / Sleeper (2+2),20:45,02:00,05h 15m,599,11,3.6,Chandigarh,Pathankot
Chandigarh to Pathankot,Awadh Travels,A/C Sleeper (2+1),21:15,02:00,04h 45m,552,6,4.0,Chandigarh,Pathankot
Chandigarh to Pathankot,Radhe Travels,Bharat Benz A/C Sleeper (2+1),21:20,02:30,05h 10m,494,13,3.7,Chandigarh,Pathankot
Chandigarh to Pathankot,Radhe Travels,Bharat Benz A/C Sleeper (2+1),21:30,02:30,05h 00m,494,13,3.7,Chandigarh,Pathankot
Chandigarh to Pathankot,Sonali Holidays,Bharat Benz A/C Seater / Sleeper (2+2),21:30,02:30,05h 00m,500,50,4.0,Chandigarh,Pathankot
Chandigarh to Pathankot,Moon Light Travels Katra,A/C Sleeper (2+1),21:45,03:45,06h 00m,467,23,3.9,Chandigarh,Pathankot
Chandigarh to Pathankot,Jamna Travels-Jammu,AshokLeyland Stile A/C,22:30,01:30,03h 00m,899,11,3.5,Chandigarh,Pathankot
Chandigarh to Pathankot,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:50,03:00,04h 10m,537,11,4.8,Chandigarh,Pathankot
Chandigarh to Pathankot,Zimindara Travels,AC Sleeper (2+1),23:00,03:30,04h 30m,899,1,4.1,Chandigarh,Pathankot
Chandigarh to Pathankot,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:05,03:20,04h 15m,470,10,4.7,Chandigarh,Pathankot
Chandigarh to Pathankot,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:05,04:00,04h 55m,585,6,5.0,Chandigarh,Pathankot
Chandigarh to Pathankot,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),23:15,03:30,04h 15m,509,11,3.5,Chandigarh,Pathankot
Chandigarh to Pathankot,Jamna Travels (Delhi),A/C Seater / Sleeper (2+2),23:29,04:45,05h 16m,699,21,3.4,Chandigarh,Pathankot
Chandigarh to Pathankot,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,770,4,4.4,Chandigarh,Pathankot
Chandigarh to Pathankot,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,04:20,04h 50m,725,8,4.2,Chandigarh,Pathankot
Chandigarh to Pathankot,City Land Travels,A/C Seater/Sleeper (2+1),23:50,05:00,05h 10m,844,1,4.5,Chandigarh,Pathankot
Chandigarh to Pathankot,Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:50,04:00,04h 10m,852,3,4.6,Chandigarh,Pathankot
Chandigarh to Pathankot,Big Bus,A/C Seater / Sleeper (2+2),20:20,00:40,04h 20m,695,40,2.7,Chandigarh,Pathankot
Chandigarh to Pathankot,Maheshwaram Travels,A/C Seater / Sleeper (2+2),21:00,06:00,09h 00m,826,33,1.7,Chandigarh,Pathankot
Chandigarh to Pathankot,SAHARA TRAVELS,A/C Seater / Sleeper (2+2),21:15,02:45,05h 30m,494,32,2.2,Chandigarh,Pathankot
Chandigarh to Pathankot,YUVI HOLIDAYS,A/C Seater / Sleeper (2+2),21:30,02:30,05h 00m,400,50,2.1,Chandigarh,Pathankot
Chandigarh to Pathankot,Northern Travels,Bharat Benz A/C Sleeper (2+1),22:30,03:30,05h 00m,749,23,2.6,Chandigarh,Pathankot
Chandigarh to Pathankot,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,04:00,05h 30m,4625,38,3.2,Chandigarh,Pathankot
Dehradun to Chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),19:00,00:20,05h 20m,720,7,4.3,Dehradun,Chandigarh
Dehradun to Chandigarh,Laxmi holidays,VE A/C Semi Sleeper (2+2),19:05,23:50,04h 45m,693,23,5.0,Dehradun,Chandigarh
Amritsar to Chandigarh,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Seater/Sleeper (2+1),19:00,00:45,05h 45m,550,29,3.8,Amritsar,Chandigarh
Amritsar to Chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:55,04h 25m,370,20,4.6,Amritsar,Chandigarh
Amritsar to Chandigarh,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:00,01:25,04h 25m,430,14,4.6,Amritsar,Chandigarh
Amritsar to Chandigarh,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,02:00,05h 00m,516,18,4.5,Amritsar,Chandigarh
Amritsar to Chandigarh,Laxmi holidays,VE A/C Sleeper (2+1),21:30,02:30,05h 00m,641,6,4.8,Amritsar,Chandigarh
Amritsar to Chandigarh,Zingbus Plus,Scania A/C Semi Sleeper (2+2),21:30,02:15,04h 45m,513,30,4.3,Amritsar,Chandigarh
Amritsar to Chandigarh,Everest Holidays,Volvo A/C Semi Sleeper (2+2),21:30,23:55,02h 25m,849,16,3.4,Amritsar,Chandigarh
Amritsar to Chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:00,02:20,04h 20m,457,14,3.4,Amritsar,Chandigarh
Amritsar to Chandigarh,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:15,01:30,03h 15m,655,30,3.7,Amritsar,Chandigarh
Amritsar to Chandigarh,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:15,01:25,03h 10m,649,25,3.8,Amritsar,Chandigarh
Amritsar to Chandigarh,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:30,03:20,04h 50m,570,15,4.3,Amritsar,Chandigarh
Amritsar to Chandigarh,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),21:00,00:20,03h 20m,1170,11,3.2,Amritsar,Chandigarh
Amritsar to Chandigarh,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),21:00,23:57,02h 57m,1170,8,2.1,Amritsar,Chandigarh
Chandigarh to Rishikesh,Zimindara Travels,AC Sleeper (2+1),23:00,05:00,06h 00m,699,25,3.8,Chandigarh,Rishikesh
Chandigarh to Rishikesh,Laxmi holidays,VE A/C Semi Sleeper (2+2),23:55,06:10,06h 15m,665,15,4.5,Chandigarh,Rishikesh
Rishikesh to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),19:15,01:15,06h 00m,763,14,4.2,Rishikesh,Chandigarh
Rishikesh to Chandigarh,City Land Travels,A/C Seater/Sleeper (2+1),19:30,00:20,04h 50m,720,7,3.3,Rishikesh,Chandigarh
Rishikesh to Chandigarh,Amit Travels,A/C Seater / Sleeper (2+1),19:30,01:15,05h 45m,799,40,1.7,Rishikesh,Chandigarh
Chandigarh to Amritsar,Khurana Bus Service,Bharat Benz A/C Seater (2+2),19:00,22:40,03h 40m,550,17,3.6,Chandigarh,Amritsar
Chandigarh to Amritsar,Khurana Bus Service,Bharat Benz A/C Seater (2+2),19:05,22:40,03h 35m,550,19,1.1,Chandigarh,Amritsar
Chandigarh to Agra,Chandigarh Transport Undertaking (CTU) - 165906,HVAC Seater (2+3),20:30,07:30,11h 00m,731,44,4.0,Chandigarh,Agra
Dharamshala (Himachal Pradesh) to Chandigarh,HRTC - 927,Ordinary 3+2 Non AC Seater,20:00,04:15,08h 15m,451,37,3.9,Dharamshala (Himachal Pradesh),Chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,HRTC - 13,Himsuta AC Seater Volvo/Scania 2+2,20:05,02:15,06h 10m,751,29,4.8,Dharamshala (Himachal Pradesh),Chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,HRTC - 905,Ordinary 3+2 Non AC Seater,20:15,02:30,06h 15m,427,36,3.9,Dharamshala (Himachal Pradesh),Chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,HRTC - 927,Ordinary 3+2 Non AC Seater,21:00,04:15,07h 15m,429,37,2.9,Dharamshala (Himachal Pradesh),Chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,Laxmi holidays,VE A/C Semi Sleeper (2+2),19:00,23:55,04h 55m,739,8,3.9,Dharamshala (Himachal Pradesh),Chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,01:30,06h 00m,1368,2,4.8,Dharamshala (Himachal Pradesh),Chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,01:30,06h 00m,1368,2,5.0,Dharamshala (Himachal Pradesh),Chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:30,00:45,05h 15m,1144,8,4.6,Dharamshala (Himachal Pradesh),Chandigarh
Dharamshala (Himachal Pradesh) to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:45,00:45,05h 00m,1084,11,4.5,Dharamshala (Himachal Pradesh),Chandigarh
